"module_code","category","skill_name","level"
"ENVU7CP","computational","Spreadsheet Creation and Management","0"
"ENVU7CP","computational","Statistical Programmes","0"
"ENVU7CP","computational","Word Processing","2"
"ENVU7CP","field","Application of Remote Observations","0"
"ENVU7CP","field","Conducting Transects","0"
"ENVU7CP","field","Core Skills","0"
"ENVU7CP","field","Drone Observations","0"
"ENVU7CP","field","Environmental Impact Assessment","0"
"ENVU7CP","field","GPS Usage","0"
"ENVU7CP","field","Health and Safety Competency","0"
"ENVU7CP","field","Mapping Skills","0"
"ENVU7CP","field","Sampling: In-situ Monitoring","0"
"ENVU7CP","field","Sampling: Physical Collection","0"
"ENVU7CP","field","Species Monitoring","0"
"ENVU7CP","lab","Accurate Result Reporting","0"
"ENVU7CP","lab","Air Quality Analysis","0"
"ENVU7CP","lab","Chemical Handling","0"
"ENVU7CP","lab","Developing and Implementing SOPs","0"
"ENVU7CP","lab","Good Laboratory Practices (GLP)","0"
"ENVU7CP","lab","Maintaining Lab Notebooks","0"
"ENVU7CP","lab","Microscopy","0"
"ENVU7CP","lab","Operating Lab Equipment","0"
"ENVU7CP","lab","Physical Chemical Analysis","0"
"ENVU7CP","lab","Pipetting","0"
"ENVU7CP","lab","Risk Assessments","0"
"ENVU7CP","lab","Sample Preparation and Handling","0"
"ENVU7CP","lab","Soil Quality Assessment","0"
"ENVU7CP","lab","Water Quality Assessment","0"
"ENVU7CP","personal","Adaptability","2"
"ENVU7CP","personal","Verbal Communication","2"
"ENVU7CP","personal","Written Communication","3"
"ENVU7CP","personal","Conflict Resolution","2"
"ENVU7CP","personal","Critical Thinking","3"
"ENVU7CP","personal","Detail-Orientated Skills","3"
"ENVU7CP","personal","Innovation","2"
"ENVU7CP","personal","Integrated Problem-solving","2"
"ENVU7CP","personal","Interpersonal Skills","3"
"ENVU7CP","personal","Leadership","2"
"ENVU7CP","personal","Reliability","2"
"ENVU7CP","personal","Resourcefulness","2"
"ENVU7CP","personal","Self-awareness","2"
"ENVU7CP","personal","Self-motivation","3"
"ENVU7CP","personal","Teamwork & Collaboration","3"
"ENVU7CP","personal","Time Management","3"
"SCIU7SR","computational","AI (generative) Competency","2"
"SCIU7SR","computational","Computer Programming","3"
"SCIU7SR","computational","Data Management","2"
"SCIU7SR","computational","Effective Email Communication","0"
"SCIU7SR","computational","Geographical Information Systems (GIS)","0"
"SCIU7SR","computational","Graphic Design","3"
"SCIU7SR","computational","Modelling","3"
"SCIU7SR","computational","Presentation Software","0"
"SCIU7SR","computational","Remote Meeting/Collaborative Software","0"
"SCIU7SR","computational","Remote Sensing (data collection and analysis)","0"
"SCIU7SR","computational","Social Media","0"
"SCIU7SR","computational","Spreadsheet Creation and Management","3"
"SCIU7SR","computational","Statistical Programmes","3"
"SCIU7SR","computational","Word Processing","2"
"SCIU7SR","field","Application of Remote Observations","0"
"SCIU7SR","field","Conducting Transects","0"
"SCIU7SR","field","Core Skills","0"
"SCIU7SR","field","Drone Observations","0"
"SCIU7SR","field","Environmental Impact Assessment","0"
"SCIU7SR","field","GPS Usage","0"
"SCIU7SR","field","Health and Safety Competency","0"
"SCIU7SR","field","Mapping Skills","0"
"SCIU7SR","field","Sampling: In-situ Monitoring","0"
"SCIU7SR","field","Sampling: Physical Collection","0"
"SCIU7SR","field","Species Monitoring","0"
"SCIU7SR","lab","Accurate Result Reporting","2"
"SCIU7SR","lab","Air Quality Analysis","0"
"SCIU7SR","lab","Chemical Handling","0"
"SCIU7SR","lab","Developing and Implementing SOPs","0"
"SCIU7SR","lab","Good Laboratory Practices (GLP)","0"
"SCIU7SR","lab","Maintaining Lab Notebooks","0"
"SCIU7SR","lab","Microscopy","0"
"SCIU7SR","lab","Operating Lab Equipment","0"
"SCIU7SR","lab","Physical Chemical Analysis","0"
"SCIU7SR","lab","Pipetting","0"
"SCIU7SR","lab","Risk Assessments","0"
"SCIU7SR","lab","Sample Preparation and Handling","0"
"SCIU7SR","lab","Soil Quality Assessment","0"
"SCIU7SR","lab","Water Quality Assessment","0"
"SCIU7SR","personal","Adaptability","2"
"SCIU7SR","personal","Verbal Communication","0"
"SCIU7SR","personal","Written Communication","2"
"SCIU7SR","personal","Conflict Resolution","0"
"SCIU7SR","personal","Critical Thinking","3"
"SCIU7SR","personal","Detail-Orientated Skills","3"
"SCIU7SR","personal","Innovation","2"
"SCIU7SR","personal","Integrated Problem-solving","3"
"SCIU7SR","personal","Interpersonal Skills","0"
"SCIU7SR","personal","Leadership","0"
"SCIU7SR","personal","Reliability","2"
"SCIU7SR","personal","Resourcefulness","2"
"SCIU7SR","personal","Self-awareness","0"
"SCIU7SR","personal","Self-motivation","2"
"SCIU7SR","personal","Teamwork & Collaboration","0"
"SCIU7SR","personal","Time Management","2"
"ENVU5EP","computational","AI (generative) Competency","1"
"ENVU5EP","computational","Computer Programming","0"
"ENVU5EP","computational","Data Management","0"
"ENVU5EP","computational","Effective Email Communication","1"
"ENVU5EP","computational","Geographical Information Systems (GIS)","0"
"ENVU5EP","computational","Graphic Design","2"
"ENVU5EP","computational","Modelling","0"
"ENVU5EP","computational","Presentation Software","2"
"ENVU5EP","computational","Remote Meeting/Collaborative Software","0"
"ENVU5EP","computational","Remote Sensing (data collection and analysis)","0"
"ENVU5EP","computational","Social Media","2"
"ENVU5EP","computational","Spreadsheet Creation and Management","0"
"ENVU5EP","computational","Statistical Programmes","0"
"ENVU5EP","computational","Word Processing","2"
"ENVU5EP","field","Application of Remote Observations","0"
"ENVU5EP","field","Conducting Transects","0"
"ENVU5EP","field","Core Skills","0"
"ENVU5EP","field","Drone Observations","0"
"ENVU5EP","field","Environmental Impact Assessment","0"
"ENVU5EP","field","GPS Usage","0"
"ENVU5EP","field","Health and Safety Competency","1"
"ENVU5EP","field","Mapping Skills","0"
"ENVU5EP","field","Sampling: In-situ Monitoring","0"
"ENVU5EP","field","Sampling: Physical Collection","0"
"ENVU5EP","field","Species Monitoring","0"
"ENVU5EP","lab","Accurate Result Reporting","0"
"ENVU5EP","lab","Air Quality Analysis","0"
"ENVU5EP","lab","Chemical Handling","0"
"ENVU5EP","lab","Developing and Implementing SOPs","0"
"ENVU5EP","lab","Good Laboratory Practices (GLP)","0"
"ENVU5EP","lab","Maintaining Lab Notebooks","0"
"ENVU5EP","lab","Microscopy","0"
"ENVU5EP","lab","Operating Lab Equipment","0"
"ENVU5EP","lab","Physical Chemical Analysis","0"
"ENVU5EP","lab","Pipetting","0"
"ENVU5EP","lab","Risk Assessments","0"
"ENVU5EP","lab","Sample Preparation and Handling","0"
"ENVU5EP","lab","Soil Quality Assessment","0"
"ENVU5EP","lab","Water Quality Assessment","0"
"ENVU5EP","personal","Adaptability","1"
"ENVU5EP","personal","Verbal Communication","3"
"ENVU5EP","personal","Written Communication","3"
"ENVU5EP","personal","Conflict Resolution","2"
"ENVU5EP","personal","Critical Thinking","3"
"ENVU5EP","personal","Detail-Orientated Skills","3"
"ENVU5EP","personal","Innovation","2"
"ENVU5EP","personal","Integrated Problem-solving","2"
"ENVU5EP","personal","Interpersonal Skills","3"
"ENVU5EP","personal","Leadership","2"
"ENVU5EP","personal","Reliability","2"
"ENVU5EP","personal","Resourcefulness","2"
"ENVU5EP","personal","Self-awareness","3"
"ENVU5EP","personal","Self-motivation","3"
"ENVU5EP","personal","Teamwork & Collaboration","3"
"ENVU5EP","personal","Time Management","3"
"ENVU1BP","computational","AI (generative) Competency","1"
"ENVU1BP","computational","Computer Programming","0"
"ENVU1BP","computational","Data Management","1"
"ENVU1BP","computational","Effective Email Communication","1"
"ENVU1BP","computational","Geographical Information Systems (GIS)","0"
"ENVU1BP","computational","Graphic Design","2"
"ENVU1BP","computational","Modelling","0"
"ENVU1BP","computational","Presentation Software","1"
"ENVU1BP","computational","Remote Meeting/Collaborative Software","0"
"ENVU1BP","computational","Remote Sensing (data collection and analysis)","0"
"ENVU1BP","computational","Social Media","0"
"ENVU1BP","computational","Spreadsheet Creation and Management","0"
"ENVU1BP","computational","Statistical Programmes","0"
"ENVU1BP","computational","Word Processing","2"
"ENVU1BP","field","Application of Remote Observations","0"
"ENVU1BP","field","Conducting Transects","0"
"ENVU1BP","field","Core Skills","1"
"ENVU1BP","field","Drone Observations","0"
"ENVU1BP","field","Environmental Impact Assessment","0"
"ENVU1BP","field","GPS Usage","0"
"ENVU1BP","field","Health and Safety Competency","0"
"ENVU1BP","field","Mapping Skills","2"
"ENVU1BP","field","Sampling: In-situ Monitoring","0"
"ENVU1BP","field","Sampling: Physical Collection","0"
"ENVU1BP","field","Species Monitoring","0"
"ENVU1BP","lab","Accurate Result Reporting","2"
"ENVU1BP","lab","Air Quality Analysis","0"
"ENVU1BP","lab","Chemical Handling","0"
"ENVU1BP","lab","Developing and Implementing SOPs","0"
"ENVU1BP","lab","Good Laboratory Practices (GLP)","1"
"ENVU1BP","lab","Maintaining Lab Notebooks","1"
"ENVU1BP","lab","Microscopy","0"
"ENVU1BP","lab","Operating Lab Equipment","0"
"ENVU1BP","lab","Physical Chemical Analysis","0"
"ENVU1BP","lab","Pipetting","0"
"ENVU1BP","lab","Risk Assessments","0"
"ENVU1BP","lab","Sample Preparation and Handling","0"
"ENVU1BP","lab","Soil Quality Assessment","0"
"ENVU1BP","lab","Water Quality Assessment","0"
"ENVU1BP","personal","Adaptability","1"
"ENVU1BP","personal","Verbal Communication","2"
"ENVU1BP","personal","Written Communication","2"
"ENVU1BP","personal","Conflict Resolution","1"
"ENVU1BP","personal","Critical Thinking","0"
"ENVU1BP","personal","Detail-Orientated Skills","0"
"ENVU1BP","personal","Innovation","0"
"ENVU1BP","personal","Integrated Problem-solving","1"
"ENVU1BP","personal","Interpersonal Skills","1"
"ENVU1BP","personal","Leadership","1"
"ENVU1BP","personal","Reliability","2"
"ENVU1BP","personal","Resourcefulness","1"
"ENVU1BP","personal","Self-awareness","1"
"ENVU1BP","personal","Self-motivation","2"
"ENVU1BP","personal","Teamwork & Collaboration","1"
"ENVU1BP","personal","Time Management","1"
"SCIU3FS","computational","AI (generative) Competency","0"
"SCIU3FS","computational","Computer Programming","0"
"SCIU3FS","computational","Data Management","1"
"SCIU3FS","computational","Effective Email Communication","1"
"SCIU3FS","computational","Geographical Information Systems (GIS)","1"
"SCIU3FS","computational","Graphic Design","2"
"SCIU3FS","computational","Modelling","0"
"SCIU3FS","computational","Presentation Software","2"
"SCIU3FS","computational","Remote Meeting/Collaborative Software","0"
"SCIU3FS","computational","Remote Sensing (data collection and analysis)","1"
"SCIU3FS","computational","Social Media","0"
"SCIU3FS","computational","Spreadsheet Creation and Management","0"
"SCIU3FS","computational","Statistical Programmes","0"
"SCIU3FS","computational","Word Processing","2"
"SCIU3FS","field","Application of Remote Observations","1"
"SCIU3FS","field","Conducting Transects","2"
"SCIU3FS","field","Core Skills","2"
"SCIU3FS","field","Drone Observations","1"
"SCIU3FS","field","Environmental Impact Assessment","0"
"SCIU3FS","field","GPS Usage","2"
"SCIU3FS","field","Health and Safety Competency","1"
"SCIU3FS","field","Mapping Skills","2"
"SCIU3FS","field","Sampling: In-situ Monitoring","1"
"SCIU3FS","field","Sampling: Physical Collection","2"
"SCIU3FS","field","Species Monitoring","1"
"SCIU3FS","lab","Accurate Result Reporting","2"
"SCIU3FS","lab","Air Quality Analysis","0"
"SCIU3FS","lab","Chemical Handling","0"
"SCIU3FS","lab","Developing and Implementing SOPs","0"
"SCIU3FS","lab","Good Laboratory Practices (GLP)","0"
"SCIU3FS","lab","Maintaining Lab Notebooks","2"
"SCIU3FS","lab","Microscopy","0"
"SCIU3FS","lab","Operating Lab Equipment","0"
"SCIU3FS","lab","Physical Chemical Analysis","0"
"SCIU3FS","lab","Pipetting","0"
"SCIU3FS","lab","Risk Assessments","1"
"SCIU3FS","lab","Sample Preparation and Handling","0"
"SCIU3FS","lab","Soil Quality Assessment","1"
"SCIU3FS","lab","Water Quality Assessment","0"
"SCIU3FS","personal","Adaptability","2"
"SCIU3FS","personal","Verbal Communication","3"
"SCIU3FS","personal","Written Communication","2"
"SCIU3FS","personal","Conflict Resolution","2"
"SCIU3FS","personal","Critical Thinking","2"
"SCIU3FS","personal","Detail-Orientated Skills","2"
"SCIU3FS","personal","Innovation","2"
"SCIU3FS","personal","Integrated Problem-solving","3"
"SCIU3FS","personal","Interpersonal Skills","3"
"SCIU3FS","personal","Leadership","2"
"SCIU3FS","personal","Reliability","2"
"SCIU3FS","personal","Resourcefulness","2"
"SCIU3FS","personal","Self-awareness","2"
"SCIU3FS","personal","Self-motivation","2"
"SCIU3FS","personal","Teamwork & Collaboration","3"
"SCIU3FS","personal","Time Management","2"
"EOEU2OE","computational","AI (generative) Competency","0"
"EOEU2OE","computational","Computer Programming","0"
"EOEU2OE","computational","Data Management","1"
"EOEU2OE","computational","Effective Email Communication","3"
"EOEU2OE","computational","Geographical Information Systems (GIS)","0"
"EOEU2OE","computational","Graphic Design","0"
"EOEU2OE","computational","Modelling","0"
"EOEU2OE","computational","Presentation Software","2"
"EOEU2OE","computational","Remote Meeting/Collaborative Software","1"
"EOEU2OE","computational","Remote Sensing (data collection and analysis)","0"
"EOEU2OE","computational","Social Media","0"
"EOEU2OE","computational","Spreadsheet Creation and Management","1"
"EOEU2OE","computational","Statistical Programmes","0"
"EOEU2OE","computational","Word Processing","2"
"EOEU2OE","field","Application of Remote Observations","0"
"EOEU2OE","field","Conducting Transects","0"
"EOEU2OE","field","Core Skills","3"
"EOEU2OE","field","Drone Observations","0"
"EOEU2OE","field","Environmental Impact Assessment","0"
"EOEU2OE","field","GPS Usage","2"
"EOEU2OE","field","Health and Safety Competency","2"
"EOEU2OE","field","Mapping Skills","2"
"EOEU2OE","field","Sampling: In-situ Monitoring","0"
"EOEU2OE","field","Sampling: Physical Collection","0"
"EOEU2OE","field","Species Monitoring","0"
"EOEU2OE","lab","Accurate Result Reporting","0"
"EOEU2OE","lab","Air Quality Analysis","0"
"EOEU2OE","lab","Chemical Handling","0"
"EOEU2OE","lab","Developing and Implementing SOPs","0"
"EOEU2OE","lab","Good Laboratory Practices (GLP)","0"
"EOEU2OE","lab","Maintaining Lab Notebooks","0"
"EOEU2OE","lab","Microscopy","0"
"EOEU2OE","lab","Operating Lab Equipment","0"
"EOEU2OE","lab","Physical Chemical Analysis","0"
"EOEU2OE","lab","Pipetting","0"
"EOEU2OE","lab","Risk Assessments","2"
"EOEU2OE","lab","Sample Preparation and Handling","0"
"EOEU2OE","lab","Soil Quality Assessment","0"
"EOEU2OE","lab","Water Quality Assessment","0"
"EOEU2OE","personal","Adaptability","3"
"EOEU2OE","personal","Verbal Communication","2"
"EOEU2OE","personal","Written Communication","2"
"EOEU2OE","personal","Conflict Resolution","2"
"EOEU2OE","personal","Critical Thinking","2"
"EOEU2OE","personal","Detail-Orientated Skills","2"
"EOEU2OE","personal","Innovation","2"
"EOEU2OE","personal","Integrated Problem-solving","2"
"EOEU2OE","personal","Interpersonal Skills","3"
"EOEU2OE","personal","Leadership","3"
"EOEU2OE","personal","Reliability","3"
"EOEU2OE","personal","Resourcefulness","3"
"EOEU2OE","personal","Self-awareness","2"
"EOEU2OE","personal","Self-motivation","3"
"EOEU2OE","personal","Teamwork & Collaboration","3"
"EOEU2OE","personal","Time Management","2"
"BIOU3GE","computational","AI (generative) Competency","0"
"BIOU3GE","computational","Computer Programming","0"
"BIOU3GE","computational","Data Management","2"
"BIOU3GE","computational","Effective Email Communication","0"
"BIOU3GE","computational","Geographical Information Systems (GIS)","0"
"BIOU3GE","computational","Graphic Design","0"
"BIOU3GE","computational","Modelling","1"
"BIOU3GE","computational","Presentation Software","0"
"BIOU3GE","computational","Remote Meeting/Collaborative Software","0"
"BIOU3GE","computational","Remote Sensing (data collection and analysis)","0"
"BIOU3GE","computational","Social Media","0"
"BIOU3GE","computational","Spreadsheet Creation and Management","2"
"BIOU3GE","computational","Statistical Programmes","0"
"BIOU3GE","computational","Word Processing","2"
"BIOU3GE","field","Application of Remote Observations","0"
"BIOU3GE","field","Conducting Transects","0"
"BIOU3GE","field","Core Skills","0"
"BIOU3GE","field","Drone Observations","0"
"BIOU3GE","field","Environmental Impact Assessment","0"
"BIOU3GE","field","GPS Usage","0"
"BIOU3GE","field","Health and Safety Competency","0"
"BIOU3GE","field","Mapping Skills","0"
"BIOU3GE","field","Sampling: In-situ Monitoring","0"
"BIOU3GE","field","Sampling: Physical Collection","0"
"BIOU3GE","field","Species Monitoring","0"
"BIOU3GE","lab","Accurate Result Reporting","2"
"BIOU3GE","lab","Air Quality Analysis","0"
"BIOU3GE","lab","Chemical Handling","2"
"BIOU3GE","lab","Developing and Implementing SOPs","2"
"BIOU3GE","lab","Good Laboratory Practices (GLP)","2"
"BIOU3GE","lab","Maintaining Lab Notebooks","0"
"BIOU3GE","lab","Microscopy","0"
"BIOU3GE","lab","Operating Lab Equipment","2"
"BIOU3GE","lab","Physical Chemical Analysis","0"
"BIOU3GE","lab","Pipetting","2"
"BIOU3GE","lab","Risk Assessments","2"
"BIOU3GE","lab","Sample Preparation and Handling","2"
"BIOU3GE","lab","Soil Quality Assessment","0"
"BIOU3GE","lab","Water Quality Assessment","0"
"BIOU3GE","personal","Adaptability","0"
"BIOU3GE","personal","Verbal Communication","0"
"BIOU3GE","personal","Written Communication","3"
"BIOU3GE","personal","Conflict Resolution","0"
"BIOU3GE","personal","Critical Thinking","2"
"BIOU3GE","personal","Detail-Orientated Skills","2"
"BIOU3GE","personal","Innovation","0"
"BIOU3GE","personal","Integrated Problem-solving","2"
"BIOU3GE","personal","Interpersonal Skills","0"
"BIOU3GE","personal","Leadership","0"
"BIOU3GE","personal","Reliability","2"
"BIOU3GE","personal","Resourcefulness","1"
"BIOU3GE","personal","Self-awareness","1"
"BIOU3GE","personal","Self-motivation","3"
"BIOU3GE","personal","Teamwork & Collaboration","0"
"BIOU3GE","personal","Time Management","3"
"EOEU4R4","computational","AI (generative) Competency","0"
"EOEU4R4","computational","Computer Programming","0"
"EOEU4R4","computational","Data Management","2"
"EOEU4R4","computational","Effective Email Communication","3"
"EOEU4R4","computational","Geographical Information Systems (GIS)","0"
"EOEU4R4","computational","Graphic Design","0"
"EOEU4R4","computational","Modelling","0"
"EOEU4R4","computational","Presentation Software","2"
"EOEU4R4","computational","Remote Meeting/Collaborative Software","2"
"EOEU4R4","computational","Remote Sensing (data collection and analysis)","0"
"EOEU4R4","computational","Social Media","0"
"EOEU4R4","computational","Spreadsheet Creation and Management","0"
"EOEU4R4","computational","Statistical Programmes","0"
"EOEU4R4","computational","Word Processing","2"
"EOEU4R4","field","Application of Remote Observations","0"
"EOEU4R4","field","Conducting Transects","0"
"EOEU4R4","field","Core Skills","3"
"EOEU4R4","field","Drone Observations","0"
"EOEU4R4","field","Environmental Impact Assessment","0"
"EOEU4R4","field","GPS Usage","2"
"EOEU4R4","field","Health and Safety Competency","3"
"EOEU4R4","field","Mapping Skills","0"
"EOEU4R4","field","Sampling: In-situ Monitoring","0"
"EOEU4R4","field","Sampling: Physical Collection","0"
"EOEU4R4","field","Species Monitoring","0"
"EOEU4R4","lab","Accurate Result Reporting","0"
"EOEU4R4","lab","Air Quality Analysis","0"
"EOEU4R4","lab","Chemical Handling","0"
"EOEU4R4","lab","Developing and Implementing SOPs","0"
"EOEU4R4","lab","Good Laboratory Practices (GLP)","0"
"EOEU4R4","lab","Maintaining Lab Notebooks","0"
"EOEU4R4","lab","Microscopy","0"
"EOEU4R4","lab","Operating Lab Equipment","0"
"EOEU4R4","lab","Physical Chemical Analysis","0"
"EOEU4R4","lab","Pipetting","0"
"EOEU4R4","lab","Risk Assessments","3"
"EOEU4R4","lab","Sample Preparation and Handling","0"
"EOEU4R4","lab","Soil Quality Assessment","0"
"EOEU4R4","lab","Water Quality Assessment","0"
"EOEU4R4","personal","Adaptability","3"
"EOEU4R4","personal","Verbal Communication","3"
"EOEU4R4","personal","Written Communication","2"
"EOEU4R4","personal","Conflict Resolution","2"
"EOEU4R4","personal","Critical Thinking","3"
"EOEU4R4","personal","Detail-Orientated Skills","3"
"EOEU4R4","personal","Innovation","2"
"EOEU4R4","personal","Integrated Problem-solving","3"
"EOEU4R4","personal","Interpersonal Skills","3"
"EOEU4R4","personal","Leadership","3"
"EOEU4R4","personal","Reliability","3"
"EOEU4R4","personal","Resourcefulness","3"
"EOEU4R4","personal","Self-awareness","3"
"EOEU4R4","personal","Self-motivation","3"
"EOEU4R4","personal","Teamwork & Collaboration","3"
"EOEU4R4","personal","Time Management","3"
"SCIU4T4","computational","AI (generative) Competency","0"
"SCIU4T4","computational","Computer Programming","1"
"SCIU4T4","computational","Data Management","2"
"SCIU4T4","computational","Effective Email Communication","2"
"SCIU4T4","computational","Geographical Information Systems (GIS)","0"
"SCIU4T4","computational","Graphic Design","0"
"SCIU4T4","computational","Modelling","2"
"SCIU4T4","computational","Presentation Software","0"
"SCIU4T4","computational","Remote Meeting/Collaborative Software","0"
"SCIU4T4","computational","Remote Sensing (data collection and analysis)","0"
"SCIU4T4","computational","Social Media","0"
"SCIU4T4","computational","Spreadsheet Creation and Management","3"
"SCIU4T4","computational","Statistical Programmes","3"
"SCIU4T4","computational","Word Processing","0"
"SCIU4T4","field","Application of Remote Observations","0"
"SCIU4T4","field","Conducting Transects","0"
"SCIU4T4","field","Core Skills","0"
"SCIU4T4","field","Drone Observations","0"
"SCIU4T4","field","Environmental Impact Assessment","0"
"SCIU4T4","field","GPS Usage","0"
"SCIU4T4","field","Health and Safety Competency","0"
"SCIU4T4","field","Mapping Skills","0"
"SCIU4T4","field","Sampling: In-situ Monitoring","0"
"SCIU4T4","field","Sampling: Physical Collection","0"
"SCIU4T4","field","Species Monitoring","0"
"SCIU4T4","lab","Accurate Result Reporting","0"
"SCIU4T4","lab","Air Quality Analysis","0"
"SCIU4T4","lab","Chemical Handling","0"
"SCIU4T4","lab","Developing and Implementing SOPs","0"
"SCIU4T4","lab","Good Laboratory Practices (GLP)","0"
"SCIU4T4","lab","Maintaining Lab Notebooks","0"
"SCIU4T4","lab","Microscopy","0"
"SCIU4T4","lab","Operating Lab Equipment","0"
"SCIU4T4","lab","Physical Chemical Analysis","0"
"SCIU4T4","lab","Pipetting","0"
"SCIU4T4","lab","Risk Assessments","0"
"SCIU4T4","lab","Sample Preparation and Handling","0"
"SCIU4T4","lab","Soil Quality Assessment","0"
"SCIU4T4","lab","Water Quality Assessment","0"
"SCIU4T4","personal","Adaptability","0"
"SCIU4T4","personal","Verbal Communication","0"
"SCIU4T4","personal","Written Communication","0"
"SCIU4T4","personal","Conflict Resolution","0"
"SCIU4T4","personal","Critical Thinking","2"
"SCIU4T4","personal","Detail-Orientated Skills","2"
"SCIU4T4","personal","Innovation","1"
"SCIU4T4","personal","Integrated Problem-solving","0"
"SCIU4T4","personal","Interpersonal Skills","0"
"SCIU4T4","personal","Leadership","0"
"SCIU4T4","personal","Reliability","0"
"SCIU4T4","personal","Resourcefulness","1"
"SCIU4T4","personal","Self-awareness","1"
"SCIU4T4","personal","Self-motivation","2"
"SCIU4T4","personal","Teamwork & Collaboration","0"
"SCIU4T4","personal","Time Management","2"
"GEOU9IC","computational","AI (generative) Competency","1"
"GEOU9IC","computational","Computer Programming","0"
"GEOU9IC","computational","Data Management","2"
"GEOU9IC","computational","Effective Email Communication","0"
"GEOU9IC","computational","Geographical Information Systems (GIS)","1"
"GEOU9IC","computational","Graphic Design","1"
"GEOU9IC","computational","Modelling","0"
"GEOU9IC","computational","Presentation Software","0"
"GEOU9IC","computational","Remote Meeting/Collaborative Software","0"
"GEOU9IC","computational","Remote Sensing (data collection and analysis)","1"
"GEOU9IC","computational","Social Media","0"
"GEOU9IC","computational","Spreadsheet Creation and Management","1"
"GEOU9IC","computational","Statistical Programmes","0"
"GEOU9IC","computational","Word Processing","2"
"GEOU9IC","field","Application of Remote Observations","0"
"GEOU9IC","field","Conducting Transects","2"
"GEOU9IC","field","Core Skills","2"
"GEOU9IC","field","Drone Observations","0"
"GEOU9IC","field","Environmental Impact Assessment","0"
"GEOU9IC","field","GPS Usage","2"
"GEOU9IC","field","Health and Safety Competency","2"
"GEOU9IC","field","Mapping Skills","2"
"GEOU9IC","field","Sampling: In-situ Monitoring","2"
"GEOU9IC","field","Sampling: Physical Collection","2"
"GEOU9IC","field","Species Monitoring","2"
"GEOU9IC","lab","Accurate Result Reporting","0"
"GEOU9IC","lab","Air Quality Analysis","0"
"GEOU9IC","lab","Chemical Handling","0"
"GEOU9IC","lab","Developing and Implementing SOPs","0"
"GEOU9IC","lab","Good Laboratory Practices (GLP)","0"
"GEOU9IC","lab","Maintaining Lab Notebooks","0"
"GEOU9IC","lab","Microscopy","0"
"GEOU9IC","lab","Operating Lab Equipment","0"
"GEOU9IC","lab","Physical Chemical Analysis","0"
"GEOU9IC","lab","Pipetting","0"
"GEOU9IC","lab","Risk Assessments","0"
"GEOU9IC","lab","Sample Preparation and Handling","0"
"GEOU9IC","lab","Soil Quality Assessment","0"
"GEOU9IC","lab","Water Quality Assessment","0"
"GEOU9IC","personal","Adaptability","2"
"GEOU9IC","personal","Verbal Communication","2"
"GEOU9IC","personal","Written Communication","2"
"GEOU9IC","personal","Conflict Resolution","2"
"GEOU9IC","personal","Critical Thinking","2"
"GEOU9IC","personal","Detail-Orientated Skills","2"
"GEOU9IC","personal","Innovation","2"
"GEOU9IC","personal","Integrated Problem-solving","2"
"GEOU9IC","personal","Interpersonal Skills","2"
"GEOU9IC","personal","Leadership","1"
"GEOU9IC","personal","Reliability","2"
"GEOU9IC","personal","Resourcefulness","1"
"GEOU9IC","personal","Self-awareness","1"
"GEOU9IC","personal","Self-motivation","2"
"GEOU9IC","personal","Teamwork & Collaboration","2"
"GEOU9IC","personal","Time Management","2"
"BIOU6AC","computational","AI (generative) Competency","1"
"BIOU6AC","computational","Computer Programming","0"
"BIOU6AC","computational","Data Management","1"
"BIOU6AC","computational","Effective Email Communication","1"
"BIOU6AC","computational","Geographical Information Systems (GIS)","0"
"BIOU6AC","computational","Graphic Design","2"
"BIOU6AC","computational","Modelling","0"
"BIOU6AC","computational","Presentation Software","2"
"BIOU6AC","computational","Remote Meeting/Collaborative Software","2"
"BIOU6AC","computational","Remote Sensing (data collection and analysis)","0"
"BIOU6AC","computational","Social Media","2"
"BIOU6AC","computational","Spreadsheet Creation and Management","1"
"BIOU6AC","computational","Statistical Programmes","1"
"BIOU6AC","computational","Word Processing","2"
"BIOU6AC","field","Application of Remote Observations","0"
"BIOU6AC","field","Conducting Transects","0"
"BIOU6AC","field","Core Skills","0"
"BIOU6AC","field","Drone Observations","0"
"BIOU6AC","field","Environmental Impact Assessment","0"
"BIOU6AC","field","GPS Usage","0"
"BIOU6AC","field","Health and Safety Competency","0"
"BIOU6AC","field","Mapping Skills","0"
"BIOU6AC","field","Sampling: In-situ Monitoring","0"
"BIOU6AC","field","Sampling: Physical Collection","0"
"BIOU6AC","field","Species Monitoring","0"
"BIOU6AC","lab","Accurate Result Reporting","2"
"BIOU6AC","lab","Air Quality Analysis","0"
"BIOU6AC","lab","Chemical Handling","2"
"BIOU6AC","lab","Developing and Implementing SOPs","2"
"BIOU6AC","lab","Good Laboratory Practices (GLP)","2"
"BIOU6AC","lab","Maintaining Lab Notebooks","2"
"BIOU6AC","lab","Microscopy","2"
"BIOU6AC","lab","Operating Lab Equipment","2"
"BIOU6AC","lab","Physical Chemical Analysis","2"
"BIOU6AC","lab","Pipetting","2"
"BIOU6AC","lab","Risk Assessments","2"
"BIOU6AC","lab","Sample Preparation and Handling","2"
"BIOU6AC","lab","Soil Quality Assessment","0"
"BIOU6AC","lab","Water Quality Assessment","0"
"BIOU6AC","personal","Adaptability","2"
"BIOU6AC","personal","Verbal Communication","2"
"BIOU6AC","personal","Written Communication","2"
