programme,degree,pathway,competency,module_code,module_name,year,semester,level,status
Environmental Science - Ecology & Biodiversity,Environmental Science,Ecology & Biodiversity,Integrated Problem Solving,SCIU9PR,Biological and Environmental Sciences Honours Project,4,Spring,3,compulsory
Environmental Science - Ecology & Biodiversity,Environmental Science,Ecology & Biodiversity,Adaptability,ENVU5S5,Living Soils,3,Autumn,1,pathway
Environmental Science - Ecology & Biodiversity,Environmental Science,Ecology & Biodiversity,Systems Thinking,ENVU5S5,Living Soils,3,Autumn,3,pathway
Environmental Science - Ecology & Biodiversity,Environmental Science,Ecology & Biodiversity,Norms and Conflict Resolution,ENVU5S5,Living Soils,3,Autumn,2,pathway
Environmental Science - Ecology & Biodiversity,Environmental Science,Ecology & Biodiversity,Innovation,ENVU5S5,Living Soils,3,Autumn,2,pathway
Environmental Science - Ecology & Biodiversity,Environmental Science,Ecology & Biodiversity,Teamwork & Collaboration,ENVU5S5,Living Soils,3,Autumn,3,pathway
Environmental Science - Ecology & Biodiversity,Environmental Science,Ecology & Biodiversity,Critical Thinking,ENVU5S5,Living Soils,3,Autumn,3,pathway
Environmental Science - Ecology & Biodiversity,Environmental Science,Ecology & Biodiversity,Self-Awareness,ENVU5S5,Living Soils,3,Autumn,1,pathway
Environmental Science - Ecology & Biodiversity,Environmental Science,Ecology & Biodiversity,Integrated Problem Solving,ENVU5S5,Living Soils,3,Autumn,2,pathway
Environmental Science - Ecology & Biodiversity,Environmental Science,Ecology & Biodiversity,Adaptability,BIOU6PE,Plant Ecology,3,Spring,2,pathway
Environmental Science - Ecology & Biodiversity,Environmental Science,Ecology & Biodiversity,Systems Thinking,BIOU6PE,Plant Ecology,3,Spring,3,pathway
Environmental Science - Ecology & Biodiversity,Environmental Science,Ecology & Biodiversity,Norms and Conflict Resolution,BIOU6PE,Plant Ecology,3,Spring,2,pathway
Environmental Science - Ecology & Biodiversity,Environmental Science,Ecology & Biodiversity,Innovation,BIOU6PE,Plant Ecology,3,Spring,3,pathway
Environmental Science - Ecology & Biodiversity,Environmental Science,Ecology & Biodiversity,Teamwork & Collaboration,BIOU6PE,Plant Ecology,3,Spring,2,pathway
Environmental Science - Ecology & Biodiversity,Environmental Science,Ecology & Biodiversity,Critical Thinking,BIOU6PE,Plant Ecology,3,Spring,3,pathway
Environmental Science - Ecology & Biodiversity,Environmental Science,Ecology & Biodiversity,Self-Awareness,BIOU6PE,Plant Ecology,3,Spring,2,pathway
Environmental Science - Ecology & Biodiversity,Environmental Science,Ecology & Biodiversity,Integrated Problem Solving,BIOU6PE,Plant Ecology,3,Spring,3,pathway
Environmental Science - Ecology & Biodiversity,Environmental Science,Ecology & Biodiversity,Adaptability,BIOU9PC,Population and Community Ecology,4,Autumn,2,pathway
Environmental Science - Ecology & Biodiversity,Environmental Science,Ecology & Biodiversity,Systems Thinking,BIOU9PC,Population and Community Ecology,4,Autumn,3,pathway
Environmental Science - Ecology & Biodiversity,Environmental Science,Ecology & Biodiversity,Teamwork & Collaboration,BIOU9PC,Population and Community Ecology,4,Autumn,2,pathway
Environmental Science - Ecology & Biodiversity,Environmental Science,Ecology & Biodiversity,Critical Thinking,BIOU9PC,Population and Community Ecology,4,Autumn,3,pathway
Environmental Science - Ecology & Biodiversity,Environmental Science,Ecology & Biodiversity,Self-Awareness,BIOU9PC,Population and Community Ecology,4,Autumn,1,pathway
Environmental Science - Ecology & Biodiversity,Environmental Science,Ecology & Biodiversity,Integrated Problem Solving,BIOU9PC,Population and Community Ecology,4,Autumn,2,pathway
Environmental Science - Sustainable Environmental Management,Environmental Science,Sustainable Environmental Management,Adaptability,ENVU1BP,Building Planet Earth,1,Autumn,1,compulsory
Environmental Science - Sustainable Environmental Management,Environmental Science,Sustainable Environmental Management,Systems Thinking,ENVU1BP,Building Planet Earth,1,Autumn,1,compulsory
Environmental Science - Sustainable Environmental Management,Environmental Science,Sustainable Environmental Management,Norms and Conflict Resolution,ENVU1BP,Building Planet Earth,1,Autumn,1,compulsory
Environmental Science - Sustainable Environmental Management,Environmental Science,Sustainable Environmental Management,Teamwork & Collaboration,ENVU1BP,Building Planet Earth,1,Autumn,1,compulsory
Environmental Science - Sustainable Environmental Management,Environmental Science,Sustainable Environmental Management,Self-Awareness,ENVU1BP,Building Planet Earth,1,Autumn,1,compulsory
Environmental Science - Sustainable Environmental Management,Environmental Science,Sustainable Environmental Management,Integrated Problem Solving,ENVU1BP,Building Planet Earth,1,Autumn,1,compulsory
Environmental Science - Sustainable Environmental Management,Environmental Science,Sustainable Environmental Management,Adaptability,ENVU2LV,Landscape Evolution,1,Spring,2,compulsory
Environmental Science - Sustainable Environmental Management,Environmental Science,Sustainable Environmental Management,Systems Thinking,ENVU2LV,Landscape Evolution,1,Spring,2,compulsory
Environmental Science - Sustainable Environmental Management,Environmental Science,Sustainable Environmental Management,Norms and Conflict Resolution,ENVU2LV,Landscape Evolution,1,Spring,1,compulsory
Environmental Science - Sustainable Environmental Management,Environmental Science,Sustainable Environmental Management,Innovation,ENVU2LV,Landscape Evolution,1,Spring,1,compulsory
Environmental Science - Sustainable Environmental Management,Environmental Science,Sustainable Environmental Management,Teamwork & Collaboration,ENVU2LV,Landscape Evolution,1,Spring,2,compulsory
Environmental Science - Sustainable Environmental Management,Environmental Science,Sustainable Environmental Management,Critical Thinking,ENVU2LV,Landscape Evolution,1,Spring,2,compulsory
Environmental Science - Sustainable Environmental Management,Environmental Science,Sustainable Environmental Management,Self-Awareness,ENVU2LV,Landscape Evolution,1,Spring,2,compulsory
Environmental Science - Sustainable Environmental Management,Environmental Science,Sustainable Environmental Management,Integrated Problem Solving,ENVU2LV,Landscape Evolution,1,Spring,1,compulsory
Environmental Science - Sustainable Environmental Management,Environmental Science,Sustainable Environmental Management,Adaptability,SCIU3FS,Field skills for Sustainable Solutions,2,Autumn,2,compulsory
Environmental Science - Sustainable Environmental Management,Environmental Science,Sustainable Environmental Management,Systems Thinking,SCIU3FS,Field skills for Sustainable Solutions,2,Autumn,3,compulsory
Environmental Science - Sustainable Environmental Management,Environmental Science,Sustainable Environmental Management,Norms and Conflict Resolution,SCIU3FS,Field skills for Sustainable Solutions,2,Autumn,2,compulsory
Environmental Science - Sustainable Environmental Management,Environmental Science,Sustainable Environmental Management,Innovation,SCIU3FS,Field skills for Sustainable Solutions,2,Autumn,2,compulsory
Environmental Science - Sustainable Environmental Management,Environmental Science,Sustainable Environmental Management,Teamwork & Collaboration,SCIU3FS,Field skills for Sustainable Solutions,2,Autumn,3,compulsory
Environmental Science - Sustainable Environmental Management,Environmental Science,Sustainable Environmental Management,Critical Thinking,SCIU3FS,Field skills for Sustainable Solutions,2,Autumn,2,compulsory
Environmental Science - Sustainable Environmental Management,Environmental Science,Sustainable Environmental Management,Self-Awareness,SCIU3FS,Field skills for Sustainable Solutions,2,Autumn,2,compulsory
Environmental Science - Sustainable Environmental Management,Environmental Science,Sustainable Environmental Management,Integrated Problem Solving,SCIU3FS,Field skills for Sustainable Solutions,2,Autumn,3,compulsory
Environmental Science - Sustainable Environmental Management,Environmental Science,Sustainable Environmental Management,Adaptability,SCIU3LS,Lab Essentials for Physical and Life Sciences,2,Autumn,1,compulsory
Environmental Science - Sustainable Environmental Management,Environmental Science,Sustainable Environmental Management,Systems Thinking,SCIU3LS,Lab Essentials for Physical and Life Sciences,2,Autumn,1,compulsory
Environmental Science - Sustainable Environmental Management,Environmental Science,Sustainable Environmental Management,Teamwork & Collaboration,SCIU3LS,Lab Essentials for Physical and Life Sciences,2,Autumn,1,compulsory
Environmental Science - Sustainable Environmental Management,Environmental Science,Sustainable Environmental Management,Critical Thinking,SCIU3LS,Lab Essentials for Physical and Life Sciences,2,Autumn,1,compulsory
Environmental Science - Sustainable Environmental Management,Environmental Science,Sustainable Environmental Management,Self-Awareness,SCIU3LS,Lab Essentials for Physical and Life Sciences,2,Autumn,1,compulsory
Environmental Science - Sustainable Environmental Management,Environmental Science,Sustainable Environmental Management,Integrated Problem Solving,SCIU3LS,Lab Essentials for Physical and Life Sciences,2,Autumn,1,compulsory
Environmental Science - Sustainable Environmental Management,Environmental Science,Sustainable Environmental Management,Adaptability,ENVU4E4,The Biosphere,2,Spring,1,compulsory
Environmental Science - Sustainable Environmental Management,Environmental Science,Sustainable Environmental Management,Systems Thinking,ENVU4E4,The Biosphere,2,Spring,3,compulsory
Environmental Science - Sustainable Environmental Management,Environmental Science,Sustainable Environmental Management,Norms and Conflict Resolution,ENVU4E4,The Biosphere,2,Spring,1,compulsory
Environmental Science - Sustainable Environmental Management,Environmental Science,Sustainable Environmental Management,Innovation,ENVU4E4,The Biosphere,2,Spring,1,compulsory
Environmental Science - Sustainable Environmental Management,Environmental Science,Sustainable Environmental Management,Teamwork & Collaboration,ENVU4E4,The Biosphere,2,Spring,3,compulsory
Environmental Science - Sustainable Environmental Management,Environmental Science,Sustainable Environmental Management,Critical Thinking,ENVU4E4,The Biosphere,2,Spring,3,compulsory
Environmental Science - Sustainable Environmental Management,Environmental Science,Sustainable Environmental Management,Self-Awareness,ENVU4E4,The Biosphere,2,Spring,2,compulsory
Environmental Science - Sustainable Environmental Management,Environmental Science,Sustainable Environmental Management,Integrated Problem Solving,ENVU4E4,The Biosphere,2,Spring,2,compulsory
Environmental Science - Sustainable Environmental Management,Environmental Science,Sustainable Environmental Management,Systems Thinking,SCIU4T4,Statistical Techniques,2,Spring,1,compulsory
Environmental Science - Sustainable Environmental Management,Environmental Science,Sustainable Environmental Management,Innovation,SCIU4T4,Statistical Techniques,2,Spring,1,compulsory
Environmental Science - Sustainable Environmental Management,Environmental Science,Sustainable Environmental Management,Critical Thinking,SCIU4T4,Statistical Techniques,2,Spring,2,compulsory
Environmental Science - Sustainable Environmental Management,Environmental Science,Sustainable Environmental Management,Self-Awareness,SCIU4T4,Statistical Techniques,2,Spring,1,compulsory
Environmental Science - Sustainable Environmental Management,Environmental Science,Sustainable Environmental Management,Adaptability,ENVU5EP,Environmental Policy in a Changing World,3,Autumn,1,compulsory
Environmental Science - Sustainable Environmental Management,Environmental Science,Sustainable Environmental Management,Systems Thinking,ENVU5EP,Environmental Policy in a Changing World,3,Autumn,3,compulsory
Environmental Science - Sustainable Environmental Management,Environmental Science,Sustainable Environmental Management,Norms and Conflict Resolution,ENVU5EP,Environmental Policy in a Changing World,3,Autumn,2,compulsory
Environmental Science - Sustainable Environmental Management,Environmental Science,Sustainable Environmental Management,Innovation,ENVU5EP,Environmental Policy in a Changing World,3,Autumn,2,compulsory
Environmental Science - Sustainable Environmental Management,Environmental Science,Sustainable Environmental Management,Teamwork & Collaboration,ENVU5EP,Environmental Policy in a Changing World,3,Autumn,3,compulsory
Environmental Science - Sustainable Environmental Management,Environmental Science,Sustainable Environmental Management,Critical Thinking,ENVU5EP,Environmental Policy in a Changing World,3,Autumn,3,compulsory
Environmental Science - Sustainable Environmental Management,Environmental Science,Sustainable Environmental Management,Self-Awareness,ENVU5EP,Environmental Policy in a Changing World,3,Autumn,3,compulsory
Environmental Science - Sustainable Environmental Management,Environmental Science,Sustainable Environmental Management,Integrated Problem Solving,ENVU5EP,Environmental Policy in a Changing World,3,Autumn,2,compulsory
Environmental Science - Sustainable Environmental Management,Environmental Science,Sustainable Environmental Management,Adaptability,GEOU9SP,Geographical Information Systems,3,Autumn,1,compulsory
Environmental Science - Sustainable Environmental Management,Environmental Science,Sustainable Environmental Management,Systems Thinking,GEOU9SP,Geographical Information Systems,3,Autumn,3,compulsory
Environmental Science - Sustainable Environmental Management,Environmental Science,Sustainable Environmental Management,Innovation,GEOU9SP,Geographical Information Systems,3,Autumn,1,compulsory
Environmental Science - Sustainable Environmental Management,Environmental Science,Sustainable Environmental Management,Critical Thinking,GEOU9SP,Geographical Information Systems,3,Autumn,3,compulsory
Environmental Science - Sustainable Environmental Management,Environmental Science,Sustainable Environmental Management,Integrated Problem Solving,GEOU9SP,Geographical Information Systems,3,Autumn,3,compulsory
Environmental Science - Sustainable Environmental Management,Environmental Science,Sustainable Environmental Management,Adaptability,ENVU6EA,Methods and Applications in Environmental Sciences,3,Spring,2,compulsory
Environmental Science - Sustainable Environmental Management,Environmental Science,Sustainable Environmental Management,Systems Thinking,ENVU6EA,Methods and Applications in Environmental Sciences,3,Spring,3,compulsory
Environmental Science - Sustainable Environmental Management,Environmental Science,Sustainable Environmental Management,Norms and Conflict Resolution,ENVU6EA,Methods and Applications in Environmental Sciences,3,Spring,2,compulsory
Environmental Science - Sustainable Environmental Management,Environmental Science,Sustainable Environmental Management,Teamwork & Collaboration,ENVU6EA,Methods and Applications in Environmental Sciences,3,Spring,2,compulsory
Environmental Science - Sustainable Environmental Management,Environmental Science,Sustainable Environmental Management,Critical Thinking,ENVU6EA,Methods and Applications in Environmental Sciences,3,Spring,3,compulsory
Environmental Science - Sustainable Environmental Management,Environmental Science,Sustainable Environmental Management,Self-Awareness,ENVU6EA,Methods and Applications in Environmental Sciences,3,Spring,2,compulsory
Environmental Science - Sustainable Environmental Management,Environmental Science,Sustainable Environmental Management,Integrated Problem Solving,ENVU6EA,Methods and Applications in Environmental Sciences,3,Spring,3,compulsory
Environmental Science - Sustainable Environmental Management,Environmental Science,Sustainable Environmental Management,Adaptability,SCIU9PR,Biological and Environmental Sciences Honours Project,4,Spring,3,compulsory
Environmental Science - Sustainable Environmental Management,Environmental Science,Sustainable Environmental Management,Systems Thinking,SCIU9PR,Biological and Environmental Sciences Honours Project,4,Spring,3,compulsory
Environmental Science - Sustainable Environmental Management,Environmental Science,Sustainable Environmental Management,Norms and Conflict Resolution,SCIU9PR,Biological and Environmental Sciences Honours Project,4,Spring,3,compulsory
Environmental Science - Sustainable Environmental Management,Environmental Science,Sustainable Environmental Management,Innovation,SCIU9PR,Biological and Environmental Sciences Honours Project,4,Spring,3,compulsory
Environmental Science - Sustainable Environmental Management,Environmental Science,Sustainable Environmental Management,Teamwork & Collaboration,SCIU9PR,Biological and Environmental Sciences Honours Project,4,Spring,3,compulsory
Environmental Science - Sustainable Environmental Management,Environmental Science,Sustainable Environmental Management,Critical Thinking,SCIU9PR,Biological and Environmental Sciences Honours Project,4,Spring,3,compulsory
Environmental Science - Sustainable Environmental Management,Environmental Science,Sustainable Environmental Management,Self-Awareness,SCIU9PR,Biological and Environmental Sciences Honours Project,4,Spring,3,compulsory
Environmental Science - Sustainable Environmental Management,Environmental Science,Sustainable Environmental Management,Integrated Problem Solving,SCIU9PR,Biological and Environmental Sciences Honours Project,4,Spring,3,compulsory
Environmental Science - Sustainable Environmental Management,Environmental Science,Sustainable Environmental Management,Adaptability,ENVU9WM,Sustainable Water Management,3,Autumn,1,pathway
Environmental Science - Sustainable Environmental Management,Environmental Science,Sustainable Environmental Management,Systems Thinking,ENVU9WM,Sustainable Water Management,3,Autumn,3,pathway
Environmental Science - Sustainable Environmental Management,Environmental Science,Sustainable Environmental Management,Norms and Conflict Resolution,ENVU9WM,Sustainable Water Management,3,Autumn,2,pathway
Environmental Science - Sustainable Environmental Management,Environmental Science,Sustainable Environmental Management,Innovation,ENVU9WM,Sustainable Water Management,3,Autumn,2,pathway
Environmental Science - Sustainable Environmental Management,Environmental Science,Sustainable Environmental Management,Critical Thinking,ENVU9WM,Sustainable Water Management,3,Autumn,3,pathway
Environmental Science - Sustainable Environmental Management,Environmental Science,Sustainable Environmental Management,Integrated Problem Solving,ENVU9WM,Sustainable Water Management,3,Autumn,2,pathway
Environmental Science - Sustainable Environmental Management,Environmental Science,Sustainable Environmental Management,Adaptability,ENVU6SP,Sustainable Landscapes,3,Spring,1,pathway
Environmental Science - Sustainable Environmental Management,Environmental Science,Sustainable Environmental Management,Systems Thinking,ENVU6SP,Sustainable Landscapes,3,Spring,3,pathway
Environmental Science - Sustainable Environmental Management,Environmental Science,Sustainable Environmental Management,Norms and Conflict Resolution,ENVU6SP,Sustainable Landscapes,3,Spring,3,pathway
Environmental Science - Sustainable Environmental Management,Environmental Science,Sustainable Environmental Management,Innovation,ENVU6SP,Sustainable Landscapes,3,Spring,2,pathway
Environmental Science - Sustainable Environmental Management,Environmental Science,Sustainable Environmental Management,Teamwork & Collaboration,ENVU6SP,Sustainable Landscapes,3,Spring,3,pathway
Environmental Science - Sustainable Environmental Management,Environmental Science,Sustainable Environmental Management,Critical Thinking,ENVU6SP,Sustainable Landscapes,3,Spring,3,pathway
Environmental Science - Sustainable Environmental Management,Environmental Science,Sustainable Environmental Management,Self-Awareness,ENVU6SP,Sustainable Landscapes,3,Spring,3,pathway
Environmental Science - Sustainable Environmental Management,Environmental Science,Sustainable Environmental Management,Integrated Problem Solving,ENVU6SP,Sustainable Landscapes,3,Spring,2,pathway
Environmental Science - Sustainable Environmental Management,Environmental Science,Sustainable Environmental Management,Adaptability,ENVU9EO,Earth Observation,4,Spring,3,pathway
Environmental Science - Sustainable Environmental Management,Environmental Science,Sustainable Environmental Management,Systems Thinking,ENVU9EO,Earth Observation,4,Spring,3,pathway
Environmental Science - Sustainable Environmental Management,Environmental Science,Sustainable Environmental Management,Norms and Conflict Resolution,ENVU9EO,Earth Observation,4,Spring,2,pathway
Environmental Science - Sustainable Environmental Management,Environmental Science,Sustainable Environmental Management,Innovation,ENVU9EO,Earth Observation,4,Spring,2,pathway
Environmental Science - Sustainable Environmental Management,Environmental Science,Sustainable Environmental Management,Teamwork & Collaboration,ENVU9EO,Earth Observation,4,Spring,3,pathway
Environmental Science - Sustainable Environmental Management,Environmental Science,Sustainable Environmental Management,Critical Thinking,ENVU9EO,Earth Observation,4,Spring,3,pathway
Environmental Science - Sustainable Environmental Management,Environmental Science,Sustainable Environmental Management,Integrated Problem Solving,ENVU9EO,Earth Observation,4,Spring,3,pathway
Environmental Science - Climate Change and Environmental Monitoring,Environmental Science,Climate Change and Environmental Monitoring,Adaptability,ENVU1BP,Building Planet Earth,1,Autumn,1,compulsory
Environmental Science - Climate Change and Environmental Monitoring,Environmental Science,Climate Change and Environmental Monitoring,Systems Thinking,ENVU1BP,Building Planet Earth,1,Autumn,1,compulsory
Environmental Science - Climate Change and Environmental Monitoring,Environmental Science,Climate Change and Environmental Monitoring,Norms and Conflict Resolution,ENVU1BP,Building Planet Earth,1,Autumn,1,compulsory
Environmental Science - Climate Change and Environmental Monitoring,Environmental Science,Climate Change and Environmental Monitoring,Teamwork & Collaboration,ENVU1BP,Building Planet Earth,1,Autumn,1,compulsory
Environmental Science - Climate Change and Environmental Monitoring,Environmental Science,Climate Change and Environmental Monitoring,Self-Awareness,ENVU1BP,Building Planet Earth,1,Autumn,1,compulsory
Environmental Science - Climate Change and Environmental Monitoring,Environmental Science,Climate Change and Environmental Monitoring,Integrated Problem Solving,ENVU1BP,Building Planet Earth,1,Autumn,1,compulsory
Environmental Science - Climate Change and Environmental Monitoring,Environmental Science,Climate Change and Environmental Monitoring,Adaptability,ENVU2LV,Landscape Evolution,1,Spring,2,compulsory
Environmental Science - Climate Change and Environmental Monitoring,Environmental Science,Climate Change and Environmental Monitoring,Systems Thinking,ENVU2LV,Landscape Evolution,1,Spring,2,compulsory
Environmental Science - Climate Change and Environmental Monitoring,Environmental Science,Climate Change and Environmental Monitoring,Norms and Conflict Resolution,ENVU2LV,Landscape Evolution,1,Spring,1,compulsory
Environmental Science - Climate Change and Environmental Monitoring,Environmental Science,Climate Change and Environmental Monitoring,Innovation,ENVU2LV,Landscape Evolution,1,Spring,1,compulsory
Environmental Science - Climate Change and Environmental Monitoring,Environmental Science,Climate Change and Environmental Monitoring,Teamwork & Collaboration,ENVU2LV,Landscape Evolution,1,Spring,2,compulsory
Environmental Science - Climate Change and Environmental Monitoring,Environmental Science,Climate Change and Environmental Monitoring,Critical Thinking,ENVU2LV,Landscape Evolution,1,Spring,2,compulsory
Environmental Science - Climate Change and Environmental Monitoring,Environmental Science,Climate Change and Environmental Monitoring,Self-Awareness,ENVU2LV,Landscape Evolution,1,Spring,2,compulsory
Environmental Science - Climate Change and Environmental Monitoring,Environmental Science,Climate Change and Environmental Monitoring,Integrated Problem Solving,ENVU2LV,Landscape Evolution,1,Spring,1,compulsory
Environmental Science - Climate Change and Environmental Monitoring,Environmental Science,Climate Change and Environmental Monitoring,Adaptability,SCIU3FS,Field skills for Sustainable Solutions,2,Autumn,2,compulsory
Environmental Science - Climate Change and Environmental Monitoring,Environmental Science,Climate Change and Environmental Monitoring,Systems Thinking,SCIU3FS,Field skills for Sustainable Solutions,2,Autumn,3,compulsory
Environmental Science - Climate Change and Environmental Monitoring,Environmental Science,Climate Change and Environmental Monitoring,Norms and Conflict Resolution,SCIU3FS,Field skills for Sustainable Solutions,2,Autumn,2,compulsory
Environmental Science - Climate Change and Environmental Monitoring,Environmental Science,Climate Change and Environmental Monitoring,Innovation,SCIU3FS,Field skills for Sustainable Solutions,2,Autumn,2,compulsory
Environmental Science - Climate Change and Environmental Monitoring,Environmental Science,Climate Change and Environmental Monitoring,Teamwork & Collaboration,SCIU3FS,Field skills for Sustainable Solutions,2,Autumn,3,compulsory
Environmental Science - Climate Change and Environmental Monitoring,Environmental Science,Climate Change and Environmental Monitoring,Critical Thinking,SCIU3FS,Field skills for Sustainable Solutions,2,Autumn,2,compulsory
Environmental Science - Climate Change and Environmental Monitoring,Environmental Science,Climate Change and Environmental Monitoring,Self-Awareness,SCIU3FS,Field skills for Sustainable Solutions,2,Autumn,2,compulsory
Environmental Science - Climate Change and Environmental Monitoring,Environmental Science,Climate Change and Environmental Monitoring,Integrated Problem Solving,SCIU3FS,Field skills for Sustainable Solutions,2,Autumn,3,compulsory
Environmental Science - Climate Change and Environmental Monitoring,Environmental Science,Climate Change and Environmental Monitoring,Adaptability,SCIU3LS,Lab Essentials for Physical and Life Sciences,2,Autumn,1,compulsory
Environmental Science - Climate Change and Environmental Monitoring,Environmental Science,Climate Change and Environmental Monitoring,Systems Thinking,SCIU3LS,Lab Essentials for Physical and Life Sciences,2,Autumn,1,compulsory
Environmental Science - Climate Change and Environmental Monitoring,Environmental Science,Climate Change and Environmental Monitoring,Teamwork & Collaboration,SCIU3LS,Lab Essentials for Physical and Life Sciences,2,Autumn,1,compulsory
Environmental Science - Climate Change and Environmental Monitoring,Environmental Science,Climate Change and Environmental Monitoring,Critical Thinking,SCIU3LS,Lab Essentials for Physical and Life Sciences,2,Autumn,1,compulsory
Environmental Science - Climate Change and Environmental Monitoring,Environmental Science,Climate Change and Environmental Monitoring,Self-Awareness,SCIU3LS,Lab Essentials for Physical and Life Sciences,2,Autumn,1,compulsory
Environmental Science - Climate Change and Environmental Monitoring,Environmental Science,Climate Change and Environmental Monitoring,Integrated Problem Solving,SCIU3LS,Lab Essentials for Physical and Life Sciences,2,Autumn,1,compulsory
Environmental Science - Climate Change and Environmental Monitoring,Environmental Science,Climate Change and Environmental Monitoring,Adaptability,ENVU4E4,The Biosphere,2,Spring,1,compulsory
Environmental Science - Climate Change and Environmental Monitoring,Environmental Science,Climate Change and Environmental Monitoring,Systems Thinking,ENVU4E4,The Biosphere,2,Spring,3,compulsory
Environmental Science - Climate Change and Environmental Monitoring,Environmental Science,Climate Change and Environmental Monitoring,Norms and Conflict Resolution,ENVU4E4,The Biosphere,2,Spring,1,compulsory
Environmental Science - Climate Change and Environmental Monitoring,Environmental Science,Climate Change and Environmental Monitoring,Innovation,ENVU4E4,The Biosphere,2,Spring,1,compulsory
Environmental Science - Climate Change and Environmental Monitoring,Environmental Science,Climate Change and Environmental Monitoring,Teamwork & Collaboration,ENVU4E4,The Biosphere,2,Spring,3,compulsory
Environmental Science - Climate Change and Environmental Monitoring,Environmental Science,Climate Change and Environmental Monitoring,Critical Thinking,ENVU4E4,The Biosphere,2,Spring,3,compulsory
Environmental Science - Climate Change and Environmental Monitoring,Environmental Science,Climate Change and Environmental Monitoring,Self-Awareness,ENVU4E4,The Biosphere,2,Spring,2,compulsory
Environmental Science - Climate Change and Environmental Monitoring,Environmental Science,Climate Change and Environmental Monitoring,Integrated Problem Solving,ENVU4E4,The Biosphere,2,Spring,2,compulsory
Environmental Science - Climate Change and Environmental Monitoring,Environmental Science,Climate Change and Environmental Monitoring,Systems Thinking,SCIU4T4,Statistical Techniques,2,Spring,1,compulsory
Environmental Science - Climate Change and Environmental Monitoring,Environmental Science,Climate Change and Environmental Monitoring,Innovation,SCIU4T4,Statistical Techniques,2,Spring,1,compulsory
Environmental Science - Climate Change and Environmental Monitoring,Environmental Science,Climate Change and Environmental Monitoring,Critical Thinking,SCIU4T4,Statistical Techniques,2,Spring,2,compulsory
Environmental Science - Climate Change and Environmental Monitoring,Environmental Science,Climate Change and Environmental Monitoring,Self-Awareness,SCIU4T4,Statistical Techniques,2,Spring,1,compulsory
Environmental Science - Climate Change and Environmental Monitoring,Environmental Science,Climate Change and Environmental Monitoring,Adaptability,ENVU5EP,Environmental Policy in a Changing World,3,Autumn,1,compulsory
Environmental Science - Climate Change and Environmental Monitoring,Environmental Science,Climate Change and Environmental Monitoring,Systems Thinking,ENVU5EP,Environmental Policy in a Changing World,3,Autumn,3,compulsory
Environmental Science - Climate Change and Environmental Monitoring,Environmental Science,Climate Change and Environmental Monitoring,Norms and Conflict Resolution,ENVU5EP,Environmental Policy in a Changing World,3,Autumn,2,compulsory
Environmental Science - Climate Change and Environmental Monitoring,Environmental Science,Climate Change and Environmental Monitoring,Innovation,ENVU5EP,Environmental Policy in a Changing World,3,Autumn,2,compulsory
Environmental Science - Climate Change and Environmental Monitoring,Environmental Science,Climate Change and Environmental Monitoring,Teamwork & Collaboration,ENVU5EP,Environmental Policy in a Changing World,3,Autumn,3,compulsory
Environmental Science - Climate Change and Environmental Monitoring,Environmental Science,Climate Change and Environmental Monitoring,Critical Thinking,ENVU5EP,Environmental Policy in a Changing World,3,Autumn,3,compulsory
Environmental Science - Climate Change and Environmental Monitoring,Environmental Science,Climate Change and Environmental Monitoring,Self-Awareness,ENVU5EP,Environmental Policy in a Changing World,3,Autumn,3,compulsory
Environmental Science - Climate Change and Environmental Monitoring,Environmental Science,Climate Change and Environmental Monitoring,Integrated Problem Solving,ENVU5EP,Environmental Policy in a Changing World,3,Autumn,2,compulsory
Environmental Science - Climate Change and Environmental Monitoring,Environmental Science,Climate Change and Environmental Monitoring,Adaptability,GEOU9SP,Geographical Information Systems,3,Autumn,1,compulsory
Environmental Science - Climate Change and Environmental Monitoring,Environmental Science,Climate Change and Environmental Monitoring,Systems Thinking,GEOU9SP,Geographical Information Systems,3,Autumn,3,compulsory
Environmental Science - Climate Change and Environmental Monitoring,Environmental Science,Climate Change and Environmental Monitoring,Innovation,GEOU9SP,Geographical Information Systems,3,Autumn,1,compulsory
Environmental Science - Climate Change and Environmental Monitoring,Environmental Science,Climate Change and Environmental Monitoring,Critical Thinking,GEOU9SP,Geographical Information Systems,3,Autumn,3,compulsory
Environmental Science - Climate Change and Environmental Monitoring,Environmental Science,Climate Change and Environmental Monitoring,Integrated Problem Solving,GEOU9SP,Geographical Information Systems,3,Autumn,3,compulsory
Environmental Science - Climate Change and Environmental Monitoring,Environmental Science,Climate Change and Environmental Monitoring,Adaptability,ENVU6EA,Methods and Applications in Environmental Sciences,3,Spring,2,compulsory
Environmental Science - Climate Change and Environmental Monitoring,Environmental Science,Climate Change and Environmental Monitoring,Systems Thinking,ENVU6EA,Methods and Applications in Environmental Sciences,3,Spring,3,compulsory
Environmental Science - Climate Change and Environmental Monitoring,Environmental Science,Climate Change and Environmental Monitoring,Norms and Conflict Resolution,ENVU6EA,Methods and Applications in Environmental Sciences,3,Spring,2,compulsory
Environmental Science - Climate Change and Environmental Monitoring,Environmental Science,Climate Change and Environmental Monitoring,Teamwork & Collaboration,ENVU6EA,Methods and Applications in Environmental Sciences,3,Spring,2,compulsory
